Man Vs. Wild With Bear Grylls,Aventura,G.rev,G.rev,12 de abril de 2011,12 de abril de 2011,Não lançado,22 de novembro de 2013
uDraw Marvel Super Hero Squad: Comic Combat,Luta,Griptonite Games,THQ,15 de novembro de 2011,18 de novembro de 2011,Não lançado,22 de novembro de 2013
Marvel Super Hero Squad: The Infinity Gauntlet,Beat 'em up,Griptonite Games,THQ,16 de novembro de 2010,16 de novembro de 2010,Não lançado,22 de novembro de 2013
Marvel vs. Capcom 3: Fate of Two Worlds,Luta,Capcom,Capcom,15 de fevereiro de 2011,18 de fevereiro de 2011,17 de fevereiro de 2011,22 de novembro de 2013
Marvel: Ultimate Alliance,RPG de ação,Raven Software,Activision,24 de outubro de 2006,3 de novembro de 2006,Não lançado,22 de novembro de 2013
Marvel: Ultimate Alliance 2,RPG de ação,Raven Software,Activision,15 de setembro de 2009,25 de setembro de 2009,Não lançado,22 de novembro de 2013
Masquerade: The Baubles of Doom,Ação & Aventura,Big Ant Studios,Home Entertainment Suppliers,20 de abril de 2016,Não lançado,Não lançado,Não lançado
Mass Effect,RPG de ação,BioWare,Microsoft Studios,20 de novembro de 2007,23 de novembro de 2007,21 de maio de 2009,22 de novembro de 2013
Mass Effect 2,RPG de ação,BioWare,Electronic Arts,26 de janeiro de 2010,29 de janeiro de 2010,Não lançado,22 de novembro de 2013
Mass Effect 3,RPG de ação,BioWare,Electronic Arts,6 de março de 2012,9 de março de 2012,15 de março de 2012,22 de novembro de 2013
Max Payne 3,Tiro em terceira pessoa,Rockstar Vancouver,Rockstar Games,15 de maio de 2012,18 de maio de 2012,18 de maio de 2012,22 de novembro de 2013
Mayhem 3D,Corrida,Left Field Productions,Rombax Games,25 de março de 2011,25 de março de 2011,Não lançado,22 de novembro de 2013
Medal of Honor,Tiro em primeira pessoa,Danger Close,Electronic Arts,12 de outubro de 2010,15 de outubro de 2010,21 de outubro de 2010,22 de novembro de 2013
Medal of Honor: Airborne,Tiro em primeira pessoa,DICE Los Angeles,Electronic Arts,4 de setembro de 2007,7 de setembro de 2007,8 de novembro de 2007,22 de novembro de 2013
Medal of Honor: Warfighter,Tiro em primeira pessoa,Danger Close,Electronic Arts,23 de outubro de 2012,26 de outubro de 2012,25 de outubro de 2012,22 de novembro de 2013
Meet the Robinsons,"Ação & Aventura, Plataforma",Avalanche Software,Disney Interactive Studios,27 de março de 2007,30 de março de 2007,Não lançado,22 de novembro de 2013
Megamind: Ultimate Showdown,Ação,THQ,THQ,2 de novembro de 2010,2 de novembro de 2010,Não lançado,22 de novembro de 2013
Memories Off 6: Next Relation,Romance visual,5pb.,5pb.,Não lançado,Não lançado,27 de agosto de 2009,22 de novembro de 2013
Memories Off 6: T-wave,Romance visual,5pb.,5pb.,Não lançado,Não lançado,27 de agosto de 2009,22 de novembro de 2013
Memories Off: Yubikiri no Kioku,Romance visual,5pb.,5pb.,Não lançado,Não lançado,29 de julho de 2010,22 de novembro de 2013
Mercenaries 2: World in Flames,"Tiro em terceira pessoa, Mundo aberto",Pandemic Studios,Electronic Arts,31 de agosto de 2008,5 de setembro de 2008,20 de novembro de 2008,22 de novembro de 2013
Jeopardy!: America's Favorite Quiz Show,Trivia,Pipeworks Studios,THQ,16 de outubro de 2012,16 de outubro de 2012,Não lançado,22 de novembro de 2013
Metal Gear Rising: Revengeance,Ação & Hack and slash,Kojima Productions,Konami,19 de fevereiro de 2013,21 de fevereiro de 2013,21 de fevereiro de 2013,22 de novembro de 2013
Metal Gear Solid HD Collection,"Tiro em terceira pessoa, Stealth, Ação",Kojima Productions,Konami,8 de novembro de 2011,2 de fevereiro de 2012,10 de novembro de 2011,22 de novembro de 2013
Metal Gear Solid V: Ground Zeroes,"Stealth, Ação",Kojima Productions,Konami,18 de março de 2014,20 de março de 2014,20 de março de 2014,22 de novembro de 2013
Metal Gear Solid V: The Phantom Pain,"Stealth, Ação",Kojima Productions,Konami,1 de setembro de 2015,1 de setembro de 2015,1 de setembro de 2015,22 de novembro de 2013
Metro 2033,"Survival Horror, Tiro em primeira pessoa",4A Games,THQ,16 de março de 2010,19 de março de 2010,Não lançado,22 de novembro de 2013
Metro: Last Light,"Survival Horror, Tiro em primeira pessoa",4A Games,Deep Silver,14 de maio de 2013,17 de maio de 2013,Não lançado,22 de novembro de 2013
MIB: Alien Crisis,Ação & Aventura,Fun Labs,Activision,22 de maio de 2012,25 de maio de 2012,Não lançado,22 de novembro de 2013
Middle-earth: Shadow of Mordor,RPG de ação,Monolith Productions,Warner Bros. Interactive Entertainment,7 de outubro de 2014,7 de outubro de 2014,7 de outubro de 2014,22 de novembro de 2013
Midnight Club: Los Angeles,Corrida,Rockstar San Diego,Rockstar Games,20 de outubro de 2008,10 de outubro de 2008,5 de fevereiro de 2009,22 de novembro de 2013
Midway Arcade Origins,Compilação,Backbone Entertainment,Warner Bros.,6 de novembro de 2012,6 de novembro de 2012,Não lançado,22 de novembro de 2013
MindJack,Tiro em terceira pessoa,feelplus,Square Enix,18 de janeiro de 2011,21 de janeiro de 2011,27 de janeiro de 2011,22 de novembro de 2013
Minecraft Xbox 360 Edition,Sandbox,4J Studios,Microsoft Studios,9 de maio de 2012,9 de maio de 2012,9 de maio de 2012,22 de novembro de 2013
Minecraft: Story Mode,Aventura,Telltale Games,Microsoft Studios,27 de outubro de 2015,27 de outubro de 2015,Não lançado,22 de novembro de 2013
Minecraft: Story Mode Season Two,Aventura,Telltale Games,Microsoft Studios,19 de setembro de 2017,19 de setembro de 2017,Não lançado,Não lançado
Mini Ninjas,Ação & Aventura,IO Interactive,Eidos Interactive,8 de setembro de 2009,11 de setembro de 2009,Não lançado,22 de novembro de 2013
Mirror's Edge,"Ação & Aventura, Plataforma,",Digital Illusions CE,Electronic Arts,12 de novembro de 2008,14 de novembro de 2008,11 de dezembro de 2008,22 de novembro de 2013
MLB Front Office Manager,Gestão desportiva,Blue Castle Games,2k Sports,26 de janeiro de 2009,26 de janeiro de 2009,Não lançado,22 de novembro de 2013
Mobile Ops: The One Year War[nota 27],"Combate veicular, Tiro em primeira pessoa, Tiro em terceira pessoa",Dimps,Namco Bandai Games,Não lançado,Não lançado,26 de junho de 2008,22 de novembro de 2013
Monopoly,Jogo de tabuleiro,EA Bright Light,Electronic Arts,22 de outubro de 2008,24 de outubro de 2008,Não lançado,22 de novembro de 2013
Monopoly Streets,Jogo de tabuleiro,Electronic Arts,Electronic Arts,26 de outubro de 2010,12 de novembro de 2010,Não lançado,22 de novembro de 2013
Monster High: New Ghoul in School,Aventura,Little Orbit,Little Orbit,27 de outubro de 2015,27 de outubro de 2015,Não lançado,22 de novembro de 2013
Monster Hunter Frontier,RPG de ação,Capcom,Microsoft Game Studios,Não lançado,Não lançado,24 de junho de 2010,22 de novembro de 2013
Monster Jam,Corrida,Torus Games,Activision,13 de novembro de 2007,30 de maio de 2008,Não lançado,22 de novembro de 2013
Monster Jam: Path of Destruction,Corrida,Virtuos,Activision,9 de novembro de 2010,9 de novembro de 2010,Não lançado,22 de novembro de 2013
Monster Madness: Battle for Suburbia,"Shoot 'em up, Ação e aventura",Artificial Studios,SouthPeak Games,12 de junho de 2007,22 de junho de 2007,Não lançado,22 de novembro de 2013
Monsters vs. Aliens,"Ação & Aventura, Plataforma",Activision,Activision,27 de março de 2009,2 de abril de 2009,3 de abril de 2009,22 de novembro de 2013
MorphX,"Ação & Aventura, Tiro em terceira pessoa","Buka Entertainment, Targem Games",505 Games,28 de setembro de 2010,24 de setembro de 2010,Não lançado,22 de novembro de 2013
Mortal Kombat,Luta,NetherRealm Studios,Warner Bros. Interactive Entertainment,19 de abril de 2011,21 de abril de 2011,Não lançado,22 de novembro de 2013
Mortal Kombat vs. DC Universe,Luta,Midway Games,Midway Games,16 de novembro de 2008,21 de novembro de 2008,Não lançado,22 de novembro de 2013
MotoGP '06,Corrida,Black Rock Studio,THQ,12 de junho de 2006,9 de junho de 2006,12 de outubro de 2006,22 de novembro de 2013
MotoGP '07,Corrida,Black Rock Studio,THQ,27 de agosto de 2007,24 de agosto de 2007,Não lançado,22 de novembro de 2013
MotoGP '08,Corrida,Milestone,Capcom,28 de outubro de 2008,24 de outubro de 2008,Não lançado,22 de novembro de 2013
MotoGP 09/10,Corrida,Monumental Games,Capcom,16 de março de 2010,23 de março de 2010,19 de março de 2010,18 de março de 2010
MotoGP 10/11,Corrida,Monumental Games,Capcom,15 de março de 2011,Não lançado,15 de março de 2011,15 de março de 2011
MotoGP 13,Corrida,Milestone,Milestone,Não lançado,Não lançado,Não lançado,22 de novembro de 2013
MotoGP 14,Corrida,Milestone,Namco Bandai Games,4 de novembro de 2014,4 de novembro de 2014,Não lançado,4 de novembro de 2014
MotoGP 15,Corrida,Milestone,Namco Bandai Games,4 de novembro de 2015,Não lançado,Não lançado,4 de novembro de 2015
Motorcycle Club,Corrida,Kylotonn,Bigben Interactive,Não lançado,6 de março de 2015,Não lançado,Não lançado
Mud - FIM Motocross World Championship,Corrida,Namco Bandai Games,Milestone,26 de fevereiro de 2013,26 de fevereiro de 2013,Não lançado,Não lançado
Murdered: Soul Suspect,"Ação & Aventura, Puzzle",Airtight Games,Square Enix,3 de junho de 2014,6 de junho de 2014,4 de setembro de 2014,22 de novembro de 2013
Mushihime-sama Futari,Shoot 'em up,Cave,Cave,Não lançado,Não lançado,26 de novembro de 2009,22 de novembro de 2013
MuvLuv,Romance visual,5pb.,5pb.,Não lançado,Não lançado,27 de outubro de 2011,22 de novembro de 2013
MuvLuv Alternative,Romance visual,5pb.,5pb.,Não lançado,Não lançado,27 de outubro de 2011,22 de novembro de 2013
MuvLuv Twin Pack[nota 28],"Romance visual, Compilação",5pb.,5pb.,Não lançado,Não lançado,27 de outubro de 2011,22 de novembro de 2013
MX vs. ATV Alive,Corrida,Rainbow Studios,THQ,29 de novembro de 2012,29 de novembro de 2011,Não lançado,22 de novembro de 2013
MX vs. ATV Reflex,Corrida,Rainbow Studios,THQ,1 de dezembro de 2009,5 de fevereiro de 2010,Não lançado,22 de novembro de 2013
MX vs. ATV: Supercross,Corrida,Rainbow Studios,THQ Nordic GmbH,28 de outubro de 2014,28 de outubro de 2014,28 de outubro de 2014,22 de novembro de 2013
MX vs. ATV: Untamed,Corrida,Rainbow Studios,THQ,17 de dezembro de 2007,7 de março de 2008,Não lançado,22 de novembro de 2013
MXGP,Corrida,Bandai Namco,Milestone,18 de novembro de 2014,18 de novembro de 2014,Não lançado,22 de novembro de 2013
My Horse & Me 2,Corrida,Tate Interactive,Atari,Não lançado,31 de outubro de 2008,Não lançado,Não lançado
MySims SkyHeroes,"Simulador de combate aéreo, Simulação",Maxis,Electronic Arts,28 de setembro de 2010,1 de outubro de 2010,Não lançado,22 de novembro de 2013
N3: Ninety-Nine Nights,Ação & Hack and slash,"Q Entertainment, Phantagram",Microsoft Game Studios,15 de agosto de 2006,1 de setembro de 2006,20 de abril de 2006,22 de novembro de 2013
N3II: Ninety-Nine Nights,"Hack and slash, RPG eletrônico","Q Entertainment, Feelplus",Microsoft Game Studios,29 de junho de 2010,10 de setembro de 2010,22 de julho de 2010,22 de novembro de 2013
nail'd,Corrida,Techland,Deep Silver,30 de novembro de 2010,4 de fevereiro de 2011,Não lançado,22 de novembro de 2013
Namco Museum Virtual Arcade,Compilação,Namco Bandai Games,Namco Bandai Games,4 de novembro de 2008,15 de maio de 2009,Não lançado,22 de novembro de 2013
Naruto Shippuden: Ultimate Ninja Storm 2,Luta,CyberConnect2,Namco Bandai Games,19 de outubro de 2010,15 de outubro de 2010,21 de outubro de 2010,22 de novembro de 2013
Naruto Shippuden: Ultimate Ninja Storm 3,Luta,CyberConnect2,Namco Bandai Games,8 de março de 2013,5 de março de 2013,18 de fevereiro de 2013,22 de novembro de 2013
Naruto Shippuden: Ultimate Ninja Storm Generations,Luta,CyberConnect2,Namco Bandai Games,13 de março de 2012,30 de março de 2012,23 de fevereiro de 2012,22 de novembro de 2013
Naruto Shippuden: Ultimate Ninja Storm Revolution,Luta,CyberConnect2,Namco Bandai Games,16 de setembro de 2014,12 de setembro de 2014,11 de setembro de 2014,22 de novembro de 2013
Naruto: Rise of a Ninja,"Luta, RPG eletrônico",Ubisoft,Ubisoft,30 de outubro de 2007,21 de novembro de 2007,Não lançado,22 de novembro de 2013
Naruto: The Broken Bond,"Luta, Ação e aventura",Ubisoft Montreal,Ubisoft,18 de novembro de 2008,20 de novembro de 2008,Não lançado,22 de novembro de 2013
NASCAR 08,Corrida,EA Tiburon,EA Sports,23 de julho de 2007,9 de novembro de 2007,Não lançado,22 de novembro de 2013
NASCAR 09,Corrida,EA Tiburon,EA Sports,10 de junho de 2008,13 de junho de 2008,Não lançado,22 de novembro de 2013
NASCAR '14,Corrida,Eutechnyx,Activision,18 de fevereiro de 2014,18 de fevereiro de 2014,Não lançado,22 de novembro de 2013
NASCAR '15,Corrida,704Games Company,Activision,22 de maio de 2015,22 de maio de 2015,Não lançado,22 de novembro de 2013
NASCAR '15 Victory Edition,Corrida,704Games Company,Activision,18 de outubro de 2015,18 de outubro de 2015,Não lançado,22 de novembro de 2013
NASCAR The Game: 2011,Corrida,Eutechnyx,Activision,20 de março de 2011,20 de março de 2011,Não lançado,22 de novembro de 2013
NASCAR The Game: Inside Line,Corrida,Eutechnyx,Activision,6 de novembro de 2012,6 de novembro de 2012,Não lançado,22 de novembro de 2013
NASCAR Unleashed,Corrida,Firebrand Games,Activision,1 de novembro de 2011,1 de novembro de 2011,Não lançado,22 de novembro de 2013
Naughty Bear,Ação,Artificial Mind and Movement,505 Games,29 de junho de 2010,25 de junho de 2010,Não lançado,22 de novembro de 2013
Naval Assault: The Killing Tide,Simulação,Artech Digital Entertainment,505 Games,15 de junho de 2010,11 de junho de 2010,Não lançado,22 de novembro de 2013
NBA 2K10,Esportes,Visual Concepts,2K Sports,6 de outubro de 2009,6 de outubro de 2009,15 de outubro de 2009,22 de novembro de 2013
NBA 2K11,Esportes,Visual Concepts,2K Sports,5 de outubro de 2010,8 de outubro de 2010,14 de outubro de 2010,22 de novembro de 2013
NBA 2K12,Esportes,Visual Concepts,2K Sports,4 de outubro de 2011,7 de outubro de 2011,Não lançado,22 de novembro de 2013
NBA 2K13,Esportes,Visual Concepts,2K Sports,2 de outubro de 2012,5 de outubro de 2012,Não lançado,22 de novembro de 2013
NBA 2K14,Esportes,Visual Concepts,2K Sports,1 de outubro de 2013,3 de outubro de 2013,7 de novembro de 2013,22 de novembro de 2013
NBA 2K15,Esportes,Visual Concepts,2K Sports,7 de outubro de 2014,10 de outubro de 2014,27 de novembro de 2014,22 de novembro de 2014
NBA 2K16,Esportes,Visual Concepts,2K Sports,29 de setembro de 2015,29 de setembro de 2015,29 de setembro de 2015,22 de novembro de 2015
NBA 2K17,Esportes,Visual Concepts,2K Sports,20 de setembro de 2016,20 de setembro de 2016,20 de setembro de 2016,22 de novembro de 2016
NBA 2K18,Esportes,Visual Concepts,2K Sports,15 de setembro de 2017,15 de setembro de 2017,15 de setembro de 2017,15 de setembro de 2017
NBA 2K6,Esportes,Visual Concepts,2K Sports,22 de novembro de 2005[1],28 de abril de 2006,Não lançado,Não lançado
NBA 2K7,Esportes,Visual Concepts,2K Sports,25 de setembro de 2006,3 de novembro de 2006,Não lançado,22 de novembro de 2013
NBA 2K8,Esportes,Visual Concepts,2K Sports,2 de outubro de 2007,2 de novembro de 2007,Não lançado,22 de novembro de 2013
NBA 2K9,Esportes,Visual Concepts,2K Sports,7 de outubro de 2008,3 de outubro de 2008,Não lançado,22 de novembro de 2013
NBA Baller Beats,Ritmo,HB Studios,Majesco Entertainment,11 de setembro de 2012,Não lançado,Não lançado,Não lançado
NBA Ballers: Chosen One,Esportes,Midway Games,Midway Games,21 de abril de 2008,25 de abril de 2008,Não lançado,Não lançado
NBA Jam: On Fire Edition,Esportes & Recreação,EA Sports,Electronic Arts,4 de outubro de 2011,4 de outubro de 2011,Não lançado,Não lançado
NBA Jam,Esportes,EA Canada,EA Sports,17 de novembro de 2010,26 de novembro de 2010,Não lançado,22 de novembro de 2013
NBA Live 06,Esportes,EA Canada,EA Sports,22 de novembro de 2005[1],2 de dezembro de 2005,19 de janeiro de 2006,Não lançado
NBA Live 07,Esportes,EA Canada,EA Sports,25 de setembro de 2006,20 de outubro de 2006,22 de novembro de 2006,22 de novembro de 2013
NBA Live 08,Esportes,EA Canada,EA Sports,2 de outubro de 2007,5 de outubro de 2007,8 de novembro de 2007,22 de novembro de 2013
NBA Live 09,Esportes,EA Canada,EA Sports,7 de outubro de 2008,10 de outubro de 2008,23 de outubro de 2008,22 de novembro de 2013
NBA Live 10,Esportes,EA Canada,EA Sports,6 de outubro de 2009,16 de outubro de 2009,5 de novembro de 2009,22 de novembro de 2013
NBA Street Homecourt,Esportes,EA Canada,EA Sports,20 de fevereiro de 2007,23 de março de 2007,24 de maio de 2007,22 de novembro de 2013
NCAA Basketball 09[nota 29],Esportes,EA Canada,EA Sports,17 de novembro de 2008,17 de novembro de 2008,Não lançado,22 de novembro de 2013
NCAA Basketball 10,Esportes,EA Canada,EA Sports,18 de novembro de 2009,18 de novembro de 2009,Não lançado,22 de novembro de 2013
NCAA Football 07,Esportes,EA Tiburon,EA Sports,18 de julho de 2006,18 de julho de 2006,Não lançado,22 de novembro de 2013
NCAA Football 08,Esportes,EA Tiburon,EA Sports,17 de julho de 2007,17 de julho de 2007,Não lançado,22 de novembro de 2013
NCAA Football 09,Esportes,EA Tiburon,EA Sports,15 de julho de 2008,15 de julho de 2008,Não lançado,22 de novembro de 2013
NCAA Football 10,Esportes,EA Tiburon,EA Sports,14 de julho de 2009,14 de julho de 2009,Não lançado,22 de novembro de 2013
NCAA Football 11,Esportes,EA Tiburon,EA Sports,13 de julho de 2010,13 de julho de 2010,Não lançado,22 de novembro de 2013
NCAA Football 12,Esportes,EA Tiburon,EA Sports,12 de julho de 2011,12 de julho de 2011,Não lançado,22 de novembro de 2013
NCAA Football 13,Esportes,EA Tiburon,EA Sports,10 de julho de 2012,10 de julho de 2012,Não lançado,22 de novembro de 2013
NCAA Football 14,Esportes,EA Tiburon,EA Sports,9 de julho de 2013,9 de julho de 2013,Não lançado,22 de novembro de 2013
NCAA March Madness 07,Esportes,EA Canada,EA Sports,17 de janeiro de 2007,17 de janeiro de 2007,Não lançado,22 de novembro de 2013
NCAA March Madness 08,Esportes,EA Canada,EA Sports,11 de dezembro de 2007,11 de dezembro de 2007,Não lançado,22 de novembro de 2013
NCIS : The Game,Aventura,Ubisoft,Ubisoft,1 de novembro de 2011,28 de outubro de 2011,Não lançado,22 de novembro de 2013
Need for Speed: Carbon,Corrida,EA Black Box,Electronic Arts,31 de outubro de 2006,3 de novembro de 2006,21 de dezembro de 2006,22 de novembro de 2013
Need for Speed: Hot Pursuit,Corrida,Criterion Games,Electronic Arts,16 de novembro de 2010,19 de novembro de 2010,9 de dezembro de 2010,22 de novembro de 2013
Need for Speed: Most Wanted,Corrida,EA Black Box,Electronic Arts,22 de novembro de 2005[1],2 de dezembro de 2005,10 de dezembro de 2005,Não lançado
Need for Speed: Most Wanted,Corrida,Criterion Games,Electronic Arts,30 de novembro de 2012,2 de novembro de 2012,15 de novembro de 2012,22 de novembro de 2013
Need for Speed: ProStreet,Corrida,EA Black Box,Electronic Arts,14 de novembro de 2007,23 de novembro de 2007,19 de março de 2008,22 de novembro de 2013
Need for Speed: Rivals,Corrida,Ghost Games,Electronic Arts,13 de novembro de 2013,13 de novembro de 2013,13 de novembro de 2013,22 de novembro de 2013
Need for Speed: Shift,Corrida,Slightly Mad Studios,Electronic Arts,15 de setembro de 2009,17 de setembro de 2009,17 de setembro de 2009,22 de novembro de 2013
Need for Speed: The Run,Corrida,EA Black Box,Electronic Arts,15 de novembro de 2011,18 de novembro de 2011,8 de dezembro de 2011,22 de novembro de 2013
Need for Speed: Undercover,Corrida,EA Black Box,Electronic Arts,18 de novembro de 2008,21 de novembro de 2008,18 de dezembro de 2008,22 de novembro de 2013
NeverDead,Ação,Rebellion Developments,Konami,31 de janeiro de 2012,3 de fevereiro de 2012,2 de fevereiro de 2012,22 de novembro de 2013
NFL Head Coach 09,Gestão desportiva,EA Tiburon,EA Sports,3 de setembro de 2008,3 de setembro de 2008,Não lançado,22 de novembro de 2013
NFL Tour,Esportes,EA Tiburon,EA Sports,8 de janeiro de 2008,1 de fevereiro de 2008,Não lançado,22 de novembro de 2013
NHL 07,Esportes,EA Canada,EA Sports,12 de setembro de 2006,22 de setembro de 2006,Não lançado,22 de novembro de 2013
NHL 08,Esportes,EA Canada,EA Sports,11 de setembro de 2007,21 de setembro de 2007,Não lançado,22 de novembro de 2013
NHL 09,Esportes,EA Canada,EA Sports,9 de setembro de 2008,12 de setembro de 2008,Não lançado,22 de novembro de 2013
NHL 10,Esportes,EA Canada,EA Sports,15 de setembro de 2009,18 de setembro de 2009,Não lançado,22 de novembro de 2013
NHL 11,Esportes,EA Canada,EA Sports,7 de setembro de 2010,17 de setembro de 2010,Não lançado,22 de novembro de 2013
NHL 12,Esportes,EA Canada,EA Sports,13 de setembro de 2011,9 de setembro de 2011,Não lançado,22 de novembro de 2013
NHL 13,Esportes,EA Canada,EA Sports,11 de setembro de 2012,11 de setembro de 2012,Não lançado,22 de novembro de 2013
NHL 14,Esportes,EA Canada,EA Sports,10 de setembro de 2013,13 de setembro de 2013,Não lançado,22 de novembro de 2013
NHL 15,Esportes,EA Canada,EA Sports,9 de setembro de 2014,12 de setembro de 2014,Não lançado,22 de novembro de 2013
NHL 16 EA Legacy Edition,Esportes,EA Canada,EA Sports,15 de setembro de 2015,18 de setembro de 2015,Não lançado,22 de novembro de 2013
NHL 2K10,Esportes,Visual Concepts,2K Sports,15 de setembro de 2009,18 de setembro de 2009,15 de outubro de 2009,22 de novembro de 2013
NHL 2K6,Esportes,2K Los Angeles,2K Sports,22 de novembro de 2005[1],28 de abril de 2006,Não lançado,Não lançado
NHL 2K7,Esportes,2K Los Angeles,2K Sports,12 de setembro de 2006,3 de novembro de 2006,Não lançado,22 de novembro de 2013
NHL 2K8,Esportes,2K Los Angeles,2K Sports,11 de setembro de 2007,2 de novembro de 2007,Não lançado,22 de novembro de 2013
NHL 2K9,Esportes,Visual Concepts,2K Sports,8 de setembro de 2008,12 de setembro de 2008,29 de abril de 2009,22 de novembro de 2013
Nier,RPG de ação,Cavia,Square Enix,27 de abril de 2010,23 de abril de 2010,22 de abril de 2010,22 de novembro de 2013
Night at the Museum: Battle of the Smithsonian,Ação,Amaze Entertainment,Majesco Entertainment,5 de maio de 2009,5 de maio de 2009,Não lançado,22 de novembro de 2013
Ninja Blade,Ação & Aventura,From Software,Microsoft Game Studios,7 de abril de 2009,3 de abril de 2009,29 de janeiro de 2009,22 de novembro de 2013
Ninja Gaiden 3,"Hack and slash, Ação e aventura",Team Ninja,Tecmo Koei,20 de março de 2012,23 de março de 2012,22 de março de 2010,22 de novembro de 2013
Ninja Gaiden 3: Razor's Edge,"Hack and slash, Ação e aventura",Team Ninja,Tecmo,2 de abril de 2013,5 de abril de 2013,4 de abril de 2013,22 de novembro de 2013
Ninja Gaiden II,"Hack and slash, Ação e aventura",Team Ninja,Microsoft Game Studios,3 de junho de 2008,6 de junho de 2008,5 de junho de 2008,22 de novembro de 2013
No Fate! Only the Power of Will,Romance visual,Alchemist,Alchemist,Não lançado,Não lançado,25 de fevereiro de 2010,22 de novembro de 2013
No More Heroes: Heroes' Paradise,"Hack and slash, Ação e aventura",feelplus,Marvelous Entertainment,Não lançado,Não lançado,15 de abril de 2010,22 de novembro de 2013
Nobunaga no Yabou: Tendou,"RPG de ação, Estratégia por turnos",Koei,Koei,Não lançado,Não lançado,4 de março de 2010,22 de novembro de 2013
NPPL Championship Paintball 2009,Tiro em primeira pessoa,Sand Grain Studios,Activision,11 de novembro de 2008,11 de novembro de 2008,Não lançado,22 de novembro de 2013
Of Orcs and Men,RPG de ação,Cyanide Studio,Focus Home Interactive,Não lançado,11 de outubro de 2013,11 de outubro de 2013,11 de outubro de 2013
Omerta – City of Gangsters,Simulação,Haemimont Games,Kalypso Media,12 de fevereiro de 2013,1 de fevereiro de 2013,Não lançado,22 de novembro de 2013
Onechanbara: Bikini Samurai Squad,Hack and slash,Tamsoft,D3 Publisher,10 de fevereiro de 2009,27 de fevereiro de 2009,14 de dezembro de 2006,22 de novembro de 2013
Open Season,Ação & Aventura,Ubisoft,Ubisoft,19 de setembro de 2006,6 de outubro de 2006,Não lançado,22 de novembro de 2013
Operation Darkness,RPG Tático,Success Corporation,Success Corporation,24 de junho de 2008,24 de junho de 2008,11 de outubro de 2007,22 de novembro de 2013
Operation Flashpoint: Dragon Rising,"Tiro tático, Mundo aberto",Codemasters,Codemasters,6 de outubro de 2009,9 de outubro de 2009,14 de janeiro de 2010,22 de novembro de 2013
Operation Flashpoint: Red River,Tiro tático,Codemasters,Codemasters,7 de junho de 2011,21 de abril de 2011,28 de julho de 2011,22 de novembro de 2013
Otomedius Excellent,Shoot 'em up,Konami,Konami,1 de novembro de 2011,1 de novembro de 2011,21 de abril de 2011,22 de novembro de 2013
Otomedius G,Shoot 'em up,Konami,Konami,Não lançado,Não lançado,20 de novembro de 2008,22 de novembro de 2013
Over G Fighters,Simulador de combate aéreo,Taito Corporation,Ubisoft,27 de junho de 2006,30 de junho de 2006,13 de fevereiro de 2006,22 de novembro de 2013
Overlord[nota 30],"Ação & Aventura, RPG",Triumph Studios,Codemasters,26 de junho de 2007,29 de junho de 2007,29 de maio de 2008,22 de novembro de 2013
Overlord II,"Ação & Aventura, RPG",Triumph Studios,Codemasters,23 de junho de 2009,26 de junho de 2009,Não lançado,22 de novembro de 2013
Pac-Man and the Ghostly Adventures 2,Plataforma,Namco Bandai Games,Namco Bandai Games,14 de outubro de 2014,14 de outubro de 2014,Não lançado,22 de novembro de 2013
Pac-Man and the Ghostly Adventures,Plataforma,Namco Bandai Games,Namco Bandai Games,29 de outubro de 2013,7 de março de 2014,Não lançado,22 de novembro de 2013
Painkiller: Hell & Damnation,Tiro em primeira pessoa,The Farm 51,THQ Nordic GmbH,Não lançado,28 de junho de 2013,Não lançado,22 de novembro de 2013
Payday 2,"Tiro em primeira pessoa, Tiro tático","Overkill Software, Starbreeze Studios",505 Games,13 de agosto de 2013,14 de agosto de 2013,Não lançado,22 de novembro de 2013
PDC World Championship Darts 2008,Esportes,Mere Mortals,Oxygen Games,Não lançado,26 de setembro de 2008,Não lançado,Não lançado
PDC World Championship Darts Pro Tour,Esportes,Redoubt,Oxygen Games,Não lançado,26 de novembro de 2010,Não lançado,Não lançado
Perfect Dark Zero,"Tiro em primeira pessoa, Stealth",Rare,Microsoft Game Studios,22 de novembro de 2005[1],2 de dezembro de 2005,10 de dezembro de 2005,Não lançado
Persona 4 Arena,Luta,Arc System Works,Atlus,7 de agosto de 2012,7 de agosto de 2012,26 de julho de 2012,22 de novembro de 2013
Persona 4 Ultimax,Luta,Arc System Works,Atlus,13 de setembro de 2013,Não lançado,Não lançado,Não lançado
Persona 4: The Ultimate in Mayonaka Arena,Luta,Arc System Works,Atlus,7 de agosto de 2012,7 de agosto de 2012,26 de julho de 2012,22 de novembro de 2013
Peter Jackson's King Kong,Ação & Aventura,Ubisoft Montpellier,Ubisoft,22 de novembro de 2005[1],2 de dezembro de 2005,22 de dezembro de 2005,Não lançado
Phantasy Star Universe[nota 31],RPG de ação,Sonic Team,Sega,25 de outubro de 2006,24 de novembro de 2006,14 de dezembro de 2006,22 de novembro de 2013
Phantom Breaker,Luta,5pb.,5pb.,Não lançado,Não lançado,2 de junho de 2011,22 de novembro de 2013
Phantom: Phantom of Inferno,Romance visual,Nitro+,Nitro+,Não lançado,Não lançado,25 de outubro de 2012,22 de novembro de 2013
